Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
14/5/2025,5/5/2025,V-KYSB,WOB03730,C01984 EXPRESS GLASS 24HR SERVICE PTY LTD (VIC),NV | 272-81880 Classic Pearl White Gloss,CPO:PO-54521,8,20,0,0,0,43.49
14/5/2025,5/5/2025,V-KYSB,WOB03733,C01472 CREATIVE WINDOWS,NV | 90C-9116F Charisma  Black Ace Flat,CPO: G682-2537,6,15,0,0,0,47.7
14/5/2025,5/5/2025,V-KYSB,WOB03735,C01351 TOP GLASS WINDOWS & DOORS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: Email 5/5,1,2,0,0,0,5.9
14/5/2025,5/5/2025,V-KYSB,WOB03738,C01352 DW WINDOWS (COASTLINE HOLIDAY PTY LTD TRADING AS,NV | 272-84365 Primrose Gloss,CPO-E05/05,8,23,0,0,0,63.91
14/5/2025,5/5/2025,V-KYSB,WOB03740,C01763 STEVENS GLASS,NV | 272-1137S Surfmist Satin,CPO: 02595PY,14,24,0,0,0,45.23
14/5/2025,5/5/2025,V-KYSB,WOB03744,C03429 PROGLAZED WINDOWS & DOORS T/AS THE TRUSTEE FOR PROGLAZED AU TRUST,NV | GK148A Stromboli Satin,CPO CASTLEMAIN RAYSETT,21,34,0,0,0,72.75
14/5/2025,5/5/2025,V-KYSB,WOB03746,C01763 STEVENS GLASS,NV | 272-3087S Dune Satin,CPO 02597PY,9,10,0,0,0,19.43
14/5/2025,5/5/2025,V-KYSB,WOB03749,- None -,NV | CHI-PBRK China Paperbark,Darley Stock,5,62,0,0,0,36.91
14/5/2025,5/5/2025,V-KYSB,WOB03752,- None -,NV | GY070A Ultra Silver Gloss,Darley Stock,2,30,0,0,0,12.9
14/5/2025,5/5/2025,V-KYSB,WOB03753,- None -,NV | 272-2266M Surfmist Matt *,Darley Stock,1,40,0,0,0,17.2
14/5/2025,5/5/2025,V-KYSB,WOB03754,- None -,NV | 272-32786 Apo Grey Satin,Darley Stock,1,20,0,0,0,8.6
14/5/2025,5/5/2025,V-KYSB,WOB03755,- None -,NV | CHI- China Woodland Grey,Darley Stock,2,30,0,0,0,12.9
14/5/2025,5/5/2025,V-KYSB,WOB03756,- None -,NV | 272-84365 Primrose Gloss,Darley Stock,2,25,0,0,0,10.75
14/5/2025,5/5/2025,V-KYSB,WOB03759,- None -,NV | 272-9067S Monument Satin,Darley Stock,2,24,0,0,0,14.86
14/5/2025,5/5/2025,V-KYSB,WOB03760,- None -,NV | 272-81880 Classic Pearl White Gloss,Darley Stock,1,20,0,0,0,16.2
14/5/2025,6/5/2025,V-KYSB,WOB03777,C02513 ULTRAFIX PTY LTD,NV | 272-19319 Black Matt,CPO: 13629,10,20,0,0,0,57.78
14/5/2025,6/5/2025,V-KYSB,WOB03794,C03429 PROGLAZED WINDOWS & DOORS T/AS THE TRUSTEE FOR PROGLAZED AU TRUST,NV | 272-19319 Black Matt,CPO: 7 Denny Place,22,26,0,0,0,48.15
14/5/2025,7/5/2025,V-KYSB,WOB03862,C02947 WARRAGUL FAST GLASS,NV | 272-81880 Classic Pearl White Gloss,CPO: MORGAN,1,1,0,0,0,2.87
14/5/2025,8/5/2025,W-HOPV,WOB03899,C01588 TANG INTERNATIONAL PTY LTD T/AS HARVEST DOORS,W | GN150A BLACK SATIN,PACK IN BUNDLES,4,6,0,0,0,17.83
14/5/2025,9/5/2025,N-ESKP,WOB03764,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,2,2,0,0,0,8.05
14/5/2025,9/5/2025,N-ESKP,WOB03766,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,6,18,0,0,0,19.98
14/5/2025,9/5/2025,N-ESKP,WOB03787,C00333 WATTS GLASS PTY LTD,NV | 272-7256S Windspray Satin,- None -,3,6,0,0,0,4.28
14/5/2025,9/5/2025,N-ESKP,WOB03801,C00537 TODD W. O'DONNELL T/A SYDNEY FLYSCREENS,NV | GK236A Pale Eucalypt Matt,- None -,1,1,0,0,0,1.48
14/5/2025,9/5/2025,N-ESKP,WOB03819,C00537 TODD W. O'DONNELL T/A SYDNEY FLYSCREENS,NV | GJ054A Wizard Gloss,- None -,4,18,0,0,0,13.56
14/5/2025,9/5/2025,N-ESKP,WOB03823,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | 260-88351 Charcoal Satin *,- None -,1,1,0,0,0,1.43
14/5/2025,9/5/2025,N-ESKP,WOB03824,- None -,NV | 272-9086G Charcoal Gloss,STOCK,1,20,0,0,0,13
14/5/2025,9/5/2025,N-ESKP,WOB03872,C03364 O & H FAMILY TRUST,NV | 90Z-7865S Zeus BasaltÂ® Satin,*WARRANTY*,2,30,0,0,0,85.22
14/5/2025,9/5/2025,N-ESKP,WOB03881,C00029 BERESFIELD ALUMINIUM PTY LTD,NV | GD037A Primrose Gloss,- None -,9,12,0,0,0,23
14/5/2025,9/5/2025,N-ESKP,WOB03882,C00333 WATTS GLASS PTY LTD,NV | GL229A Monument Matt,- None -,44,81,0,0,0,153.68
14/5/2025,9/5/2025,N-ESKP,WOB03894,C00250 HUNTER GLASS CESSNOCK,NV | 272-7865S Basalt Satin *,- None -,14,33,0,0,0,63.69
14/5/2025,9/5/2025,N-ESKP,WOB03896,- None -,NV | 272-7558M Dune Matt,STOCK,1,12,0,0,0,11.08
14/5/2025,9/5/2025,N-ESKP,WOB03897,- None -,NV | 272-32538 Stone Beige Matt,STOCK,1,40,0,0,0,26
14/5/2025,9/5/2025,N-ESKP,WOB03907,C00198 RJS ALUMINIUM SERVICES PTY LTD,NV | 90Z-7557S Zeus Shale Greyâ„¢ Satin,*WARRANTY*,2,27,0,0,0,23.6
14/5/2025,9/5/2025,N-ESKP,WOB03913,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-81880 Classic Pearl White Gloss,- None -,12,13,0,0,0,27.53
14/5/2025,9/5/2025,N-ESKP,WOB03916,C00944 HIGH TECH ALUMINIUM AND GLASS PTY LTD,NV | 9E3-8341F Elements2 Natural Bronze,*WARRANTY*,2,4,0,0,0,11.59
14/5/2025,9/5/2025,N-ESKP,WOB03917,C00257 VALUE GLASS PTY LTD,NV | 272-19268 Black Satin (Night Sky),- None -,1,2,0,0,0,5.73
14/5/2025,9/5/2025,N-ESKP,WOB03919,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-19319 Black Matt,- None -,6,6,0,0,0,11.64
14/5/2025,9/5/2025,N-ESKP,WOB03921,- None -,NV | 272-7558M Dune Matt,STOCK - MUST PAINT & PACK EXACT QTY,1,30,0,0,0,24.66
14/5/2025,9/5/2025,N-ESKP,WOB03925,C00219 ALL HUNGWELL DOORS,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,0,0,1.12
14/5/2025,9/5/2025,N-ESKP,WOB03926,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-7255S Woodland Grey Satin,- None -,10,21,0,0,0,30.37
14/5/2025,9/5/2025,N-ESKP,WOB03942,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,PLZ PACK BY 14/05,2,3,0,0,0,3.55
14/5/2025,14/5/2025,V-KYSB,- None -,- None -,- None -,- None -,1,3,0,0,0,0
14/5/2025,14/5/2025,V-KYSB,WOB03751,- None -,NV | 272-8122S Jasper Satin,Darley Stock,2,20,0,0,0,35.05
13/5/2025,23/4/2025,V-KYSB,WOB03434,C01780 ALUPLAST PTY LTD,NV | GD227A Anodic Off White Matt,CPO - PO-30830 (REFER TO PACKING INSTRUCTIONS),4,94,0,0,34.32,63.09
13/5/2025,29/4/2025,W-HOPV,WOB03543,C01332 PLATINUM GLASS & ALUMINIUM,W | GL249A VIVICA STORM FRONT MATT,- None -,4,4,0,0,0,8.52
13/5/2025,29/4/2025,W-HOPV,WOB03545,C01332 PLATINUM GLASS & ALUMINIUM,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),- None -,4,4,0,0,0,8.52
13/5/2025,29/4/2025,W-HOPV,WOB03546,C02048 DOOR STOP,W | GT135A EVENING HAZE(R) SATIN,ATT PHUOC: DAY SHIFT ONLY! QUALITY IS CRITICAL AS ORDER IS FOR DOOR STOP,10,21,0,0,0,34.46
13/5/2025,29/4/2025,W-HOPV,WOB03550,C02222 ALUGLAZE ENTERPRISES,W | GL175A OLDE PEWTER SATIN,- None -,1,1,0,0,0,3.52
13/5/2025,29/4/2025,W-HOPV,WOB03561,C02654 RV GLASS,W | 27281880 CLASSIC PEARL WHITE,Please pack in bundles,9,15,0,0,0,22
13/5/2025,29/4/2025,W-HOPV,WOB03568,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,ATTN: PHUOC DAY SHIFT ONLY QUALITY IS CRITICAL AS ORDER IS FOR DOOR STOP,14,19,0,0,0,32.06
13/5/2025,29/4/2025,W-HOPV,WOB03569,C02970 ARC GLASS & ALUMINIUM,W | GN150A BLACK SATIN,PACK IN BUNDLES,3,6,0,0,0,5.3
13/5/2025,29/4/2025,W-HOPV,WOB03570,C02644 GONZ GLASS ART,W | GA078A PEARL WHITE GLOSS,PACK IN BUNDLES,12,19,0,0,0,39.69
13/5/2025,29/4/2025,W-HOPV,WOB03571,- None -,W | 27281880 CLASSIC PEARL WHITE,**Darley stock** please pack in bundles and please don't mix sections,2,60,0,0,0,37.96
13/5/2025,29/4/2025,W-HOPV,WOB03572,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,6,56,0,0,0,38.4
13/5/2025,29/4/2025,W-HOPV,WOB03578,C02552 MURRAY DISTRICTS GLASS,W | GL205A WOODLAND GREY(R) MATT (SLATE GREY),PACK IN BUNDLES,1,1,0,0,0,.43
13/5/2025,29/4/2025,W-HOPV,WOB03585,- None -,W | 27219268 BLACK SATIN (NIGHT SKY),**Darley stock** please pack in bundles and please don't mix sections,4,58,0,0,0,110.45
13/5/2025,29/4/2025,W-HOPV,WOB03586,- None -,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),**Darley stock** please pack in bundles and please don't mix sections,3,136,0,0,0,130.08
13/5/2025,29/4/2025,W-HOPV,WOB03587,- None -,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),**Darley stock** please pack in bundles and please don't mix sections,2,50,0,0,0,54.92
13/5/2025,29/4/2025,W-HOPV,WOB03589,- None -,W | 26084657 HAMMERSLEY BROWN,**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,17.2
13/5/2025,29/4/2025,W-HOPV,WOB03590,- None -,W | GN248A CUSTOM BLACK MATT,**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,17.2
13/5/2025,29/4/2025,W-HOPV,WOB03591,- None -,W | GD025A MAGNOLIA GLOSS,**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,17.2
13/5/2025,29/4/2025,W-HOPV,WOB03594,- None -,W | 27251275 ANOTEC DARK GREY MATT,**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,20
13/5/2025,29/4/2025,W-HOPV,WOB03595,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,1,40,0,0,0,17.2
13/5/2025,29/4/2025,W-HOPV,WOB03596,- None -,W | GL213A ANODIC DARK GREY MATT,**Darley stock** please pack in bundles and please don't mix sections,1,91,0,0,0,95.14
13/5/2025,29/4/2025,W-HOPV,WOB03600,- None -,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),**Darley stock** please pack in bundles and please don't mix sections,1,60,0,0,0,40.56
13/5/2025,30/4/2025,V-KYSB,WOB03601,C01351 TOP GLASS WINDOWS & DOORS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: Kelvin 28/4 B/O,1,5,0,0,0,7.51
13/5/2025,1/5/2025,N-ESKP,WOB03650,- None -,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL - STOCK,2,8,0,0,0,19.67
13/5/2025,2/5/2025,N-ESKP,WOB03686,C00250 HUNTER GLASS CESSNOCK,N | Universal Clear - 25um - Non-Bulk,UNIVERSAL,1,23,0,0,0,20.98
13/5/2025,2/5/2025,W-HOPV,WOB03704,C02595 LAKERS GLASS,W | 27281880 CLASSIC PEARL WHITE,- None -,1,1,0,0,0,1.5
13/5/2025,7/5/2025,V-KYSB,WOB03836,C02165 TARANTO GLASS PTY LTD,NV | 272-1137S Surfmist Satin,CPO 38598,3,7,0,0,0,8.81
13/5/2025,7/5/2025,W-HOPV,WOB03849,C01594 K & R CONTRACTORS (WA) PTY LTD,W | 9717043K PRECIOUS SILVER PEARL,EXPRESS,1,1,0,0,0,1
13/5/2025,7/5/2025,W-HOPV,WOB03886,C02524 CLEAN LINES GLASS & GLAZING,W | GA124A WHITE SATIN,- None -,3,13,0,0,0,40.28
13/5/2025,8/5/2025,N-ESKP,WOB03765,C00537 TODD W. O'DONNELL T/A SYDNEY FLYSCREENS,NV | GG262A Manor Red Matt,- None -,3,3,0,0,0,3.01
13/5/2025,8/5/2025,N-ESKP,WOB03774,C00572 IRON GATE PTY LTD,NV | 272-51014 Anotec Mid Bronze Matt,- None -,1,17,0,0,0,15.5
13/5/2025,8/5/2025,N-ESKP,WOB03780,C00874 PANORAMA GLASS & GLAZING,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,0,0,2.75
13/5/2025,8/5/2025,N-ESKP,WOB03784,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | 90Z-9202M Black Matt,QLD - CUSTOMER,4,20,0,0,0,42.76
13/5/2025,8/5/2025,N-ESKP,WOB03785,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | 90Z-9202M Black Matt,*WARRANTY*,17,41,0,0,0,106.45
13/5/2025,8/5/2025,N-ESKP,WOB03786,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | GN121A Night Sky Satin,QLD - CUSTOMER,9,41,0,0,0,50.28
13/5/2025,8/5/2025,N-ESKP,WOB03793,C00848 SG GLASS & ALUMINIUM (SAM GRIFFITHS),NV | 272-19319 Black Matt,- None -,1,1,0,0,0,3.02
13/5/2025,8/5/2025,N-ESKP,WOB03797,C01060 JET GLASS WINDOW & DOOR SPECIALISTS (JAMES PETER MEEHAN T/A),NV | 272-81880 Classic Pearl White Gloss,- None -,2,2,0,0,0,7.87
13/5/2025,8/5/2025,N-ESKP,WOB03807,C00460 SEM WINDOWS  (ACT) PTY LTD,NV | 906-8185F Electro Burnished Copper Kinetic Flat *1.5,*WARRANTY*,3,11,0,0,0,7.25
13/5/2025,8/5/2025,N-ESKP,WOB03809,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | 90Z-7770M Silver Grey Matt,*WARRANTY*,5,7,0,0,0,14.02
13/5/2025,8/5/2025,N-ESKP,WOB03811,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | 90Z-9202M Black Matt,QLD - CUSTOMER,5,24,0,0,0,72.93
13/5/2025,8/5/2025,N-ESKP,WOB03812,C01842 FITOUT GLASS & ALUMINIUM PTY LTD,Q | 90Z-8189M Monument Matt,QLD - CUSTOMER,13,54,0,0,0,140.5
13/5/2025,8/5/2025,N-ESKP,WOB03816,C01003 SPANLINE AUSTRALIA,NV | 272-2266M Surfmist Matt *,- None -,1,5,0,0,0,9.75
13/5/2025,8/5/2025,N-ESKP,WOB03834,C01036 GREATER GLASS PTY LTD,NV | 272-19319 Black Matt,- None -,5,13,0,0,0,13.44
13/5/2025,8/5/2025,N-ESKP,WOB03835,C01003 SPANLINE AUSTRALIA,NV | GL229A Monument Matt,- None -,5,31,0,0,0,42.41
13/5/2025,8/5/2025,N-ESKP,WOB03860,C00511 VISTA WINDOWS P/L,NV | 272-81880 Classic Pearl White Gloss,- None -,1,2,0,0,0,8.36
13/5/2025,8/5/2025,N-ESKP,WOB03861,C00758 G.H & L FUHRMANN T/AS BLUE RIDGE CONSTRUCTIONS,NV | 272-81880 Classic Pearl White Gloss,- None -,10,14,0,0,0,21.02
13/5/2025,8/5/2025,N-ESKP,WOB03867,C03338 DEAN&BROOKE ENTERPRISES PTY LTD T/A SMART SHOPFRONTS,NV | 272-9067S Monument Satin,MUST PACK BY 13/05,2,2,0,0,0,8.04
13/5/2025,8/5/2025,N-ESKP,WOB03873,C0085 COASTLINE ARCHITECTURAL WINDOWS PTY LTD,NV | 90Z-9202M Zeus Black Matt,*WARRANTY*,2,45,0,0,0,54.86
13/5/2025,8/5/2025,N-ESKP,WOB03874,C03338 DEAN&BROOKE ENTERPRISES PTY LTD T/A SMART SHOPFRONTS,NV | 272-7257S Ironstone Satin *,- None -,8,9,0,0,0,16.96
13/5/2025,8/5/2025,N-ESKP,WOB03875,C00650 PRESTIGE HOME SOLUTIONS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,1,2,0,0,0,2.08
13/5/2025,8/5/2025,N-ESKP,WOB03876,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,1,1,0,0,0,.91
13/5/2025,9/5/2025,N-ESKP,WOB03858,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | 272-3193M Riversand Matt,- None -,1,1,0,0,0,.48
13/5/2025,9/5/2025,V-KYSB,WOB03938,C02665 VISION 1 WINDOWS & DOORS PTY LTD,NV | GY237A Charcoal Pearl Matt *,CPO: PENTHOUSE Rep,1,1,0,0,0,1.2
13/5/2025,9/5/2025,V-KYSB,WOB03960,C02126 HAYDEN'S GLASS,NV | 272-9067S Monument Satin,cpo G.DOWEL,1,3,0,0,0,10.59
13/5/2025,13/5/2025,N-ESKP,- None -,- None -,- None -,- None -,2,5,0,0,0,21.11
12/5/2025,24/4/2025,Q-YTLA,WOB03454,C03389 FASSIFERN VALLEY GLASS & ALUMINIUM,Q | 272-37131 White Birch Gloss,COLLECT 12/05,9,9,0,0,0,16.84
12/5/2025,24/4/2025,Q-YTLA,WOB03455,C02317 ALL-ABOUT SECURITY SCREENS & BLINDS,Q | 272-83246 Shale Grey Satin,COLLECT 12/05,2,6,0,0,0,7.01
12/5/2025,28/4/2025,V-KYSB,WOB03496,C01763 STEVENS GLASS,NV | 90T-7835M Eternity Midnight Pearl Matt,CPO: 02536PY B/O,1,2,0,0,0,6.88
12/5/2025,28/4/2025,V-KYSB,WOB03498,C01722 EXPRESS ALUMINIUM WINDOWS UNIT TRUST(THE TRUSTE FOR EAW T/AS,NV | 90Z-7307S Zeus Monument Satin,"CPO: 400-430 Mahoneys Rd, Campbellfield VIC 3061",1,13,0,0,0,44.7
12/5/2025,28/4/2025,V-KYSB,WOB03505,C01780 ALUPLAST PTY LTD,NV | 272-1139M White Matt,CPO - 30813 (REFER TO SPEC PACKING INSTRUCTIONS),4,595,0,455.63,0,64.8
12/5/2025,28/4/2025,W-HOPV,WOB03510,C02194 BUDGET GLASS & GLAZING,W | GA078A PEARL WHITE GLOSS,Please pack in bundles,1,3,0,0,0,3.61
12/5/2025,28/4/2025,W-HOPV,WOB03511,C02048 DOOR STOP,W | GL213A ANODIC DARK GREY MATT,- None -,4,4,0,0,0,7.22
12/5/2025,28/4/2025,W-HOPV,WOB03518,C02602 BEARDS SECURITY DOORS & AWNING,W | GL237A ANODIC SILVER GREY MATT,- None -,1,10,0,0,0,8.73
12/5/2025,28/4/2025,W-HOPV,WOB03519,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,16,236,0,0,0,177.75
12/5/2025,28/4/2025,W-HOPV,WOB03523,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,3,35,0,0,0,199.86
12/5/2025,28/4/2025,W-HOPV,WOB03535,C02557 GOLDEN WEST SECURITY,W | GU114A PAPERBARK(R) SATIN (MERINO),Please pack in bundles,3,5,0,0,0,5.83
12/5/2025,28/4/2025,W-HOPV,WOB03536,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles and please don't mix sections,4,51,0,0,0,44.3
12/5/2025,28/4/2025,W-HOPV,WOB03537,C02400 NORWEST GLASS AND SCREENS,W | 27251275 ANOTEC DARK GREY MATT,Please pack in bundles,4,5,0,0,0,11.36
12/5/2025,29/4/2025,V-KYSB,WOB03562,C03159 VB GLASS (LIVE OASIS PTY LTD TRADING AS,NV | 272-19268 Black Satin (Night Sky),CPO-BO of original order,1,2,0,0,0,.8
12/5/2025,30/4/2025,N-ESKP,WOB03551,- None -,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL - STOCK,2,16,0,0,0,29.81
12/5/2025,30/4/2025,N-ESKP,WOB03599,C01095 CRITERION INDUSTRIES NSW PTY LTD*,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL,7,15,0,0,0,42.55
12/5/2025,30/4/2025,V-KYSB,WOB03623,C01722 EXPRESS ALUMINIUM WINDOWS UNIT TRUST(THE TRUSTE FOR EAW T/AS,NV | 272-19268 Black Satin (Night Sky),CPO-1 Johansson Rd SA,2,8,0,2.42,0,18.79
12/5/2025,6/5/2025,Q-YTLA,WOB03782,- None -,Q | 272-84365 Primrose Gloss,COLLECT 09/05,2,2,0,0,4.59,0
12/5/2025,7/5/2025,N-ESKP,WOB03484,C01036 GREATER GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,BACK ORDER Cancelled on 8/05 by Kiyle,1,1,0,0,0,2.67
12/5/2025,7/5/2025,N-ESKP,WOB03689,- None -,NV | 272-36672 Notre Dame Gloss,STOCK - GRILLE,1,4,0,0,0,20.5
12/5/2025,7/5/2025,N-ESKP,WOB03690,- None -,NV | GY070A Ultra Silver Gloss,STOCK,1,10,0,0,0,10.38
12/5/2025,7/5/2025,N-ESKP,WOB03691,- None -,NV | 272-32538 Stone Beige Matt,STOCK,2,30,0,0,0,17.3
12/5/2025,7/5/2025,N-ESKP,WOB03701,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,11,26,0,0,0,32.25
12/5/2025,7/5/2025,N-ESKP,WOB03702,C00250 HUNTER GLASS CESSNOCK,NV | GD037A Primrose Gloss,- None -,13,32,0,0,0,44.96
12/5/2025,7/5/2025,N-ESKP,WOB03706,C00333 WATTS GLASS PTY LTD,NV | GD037A Primrose Gloss,- None -,7,7,0,0,0,11.39
12/5/2025,7/5/2025,N-ESKP,WOB03708,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | GD037A Primrose Gloss,- None -,1,4,0,0,0,11.36
12/5/2025,7/5/2025,N-ESKP,WOB03709,C03275 A1 GLASS & SHOWERS,NV | GD188A Doeskin Satin,- None -,1,5,0,0,0,4.2
12/5/2025,7/5/2025,N-ESKP,WOB03713,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,10,21,0,0,0,47.04
12/5/2025,7/5/2025,N-ESKP,WOB03722,C01003 SPANLINE AUSTRALIA,NV | GP105A Woodland Grey Satin,- None -,2,11,0,0,0,17.89
12/5/2025,7/5/2025,N-ESKP,WOB03723,C01003 SPANLINE AUSTRALIA,NV | GL229A Monument Matt,- None -,2,11,0,0,0,17.89
12/5/2025,7/5/2025,N-ESKP,WOB03728,C00658 ONEGLASS NSW PTY LTD,NV | 272-19319 Black Matt,- None -,1,1,0,0,0,4.14
12/5/2025,7/5/2025,N-ESKP,WOB03734,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,6,0,0,0,8.58
12/5/2025,7/5/2025,N-ESKP,WOB03736,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 90Z-8189M Zeus Monument Matt,*WARRANTY*,1,1,0,0,0,1.76
12/5/2025,7/5/2025,N-ESKP,WOB03737,C00555 TRIO DESIGNS (NSW) PL,NV | 272-1376M Whisper White Matt,- None -,20,44,0,0,0,68.75
12/5/2025,7/5/2025,N-ESKP,WOB03747,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | GP105A Woodland Grey Satin,- None -,1,6,0,0,0,9
12/5/2025,7/5/2025,N-ESKP,WOB03748,C01189 CASH SALES NSW ****,NV | 260-6127S Pale Eucalypt Satin,- None -,4,43,0,0,0,33.83
12/5/2025,7/5/2025,N-ESKP,WOB03758,C01189 CASH SALES NSW ****,NV | 272-19268 Black Satin (Night Sky),- None -,13,17,0,0,0,42.21
12/5/2025,7/5/2025,N-ESKP,WOB03761,C00392 AFALCO CONSTRUCTION PTY LTD,NV | GL229A Monument Matt,- None -,22,84,0,0,0,142.44
12/5/2025,7/5/2025,N-ESKP,WOB03763,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-7865M Basalt Matt *,- None -,6,7,0,0,0,19.94
12/5/2025,7/5/2025,N-ESKP,WOB03767,C03180 DB FITOUTS PTY LTD,Q | 272-81880 Classic Pearl White Gloss,QLD - CUSTOMER,3,8,0,0,0,6.39
12/5/2025,7/5/2025,V-KYSB,WOB03829,C01763 STEVENS GLASS,NV | 984-4481G R13 Signal Red Gloss *,CPO 02532PY,1,2,0,0,0,1.42
12/5/2025,8/5/2025,N-ESKP,WOB03762,C00682 WOLLONGONG WINDOWS PTY LIMITED,NV | 984-51040 Mistletoe Gloss *,- None -,3,5,0,0,0,9.18
12/5/2025,8/5/2025,N-ESKP,WOB03865,C00333 WATTS GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,MUST PACK BY 13/05,5,22,0,0,0,33.28
12/5/2025,12/5/2025,N-ESKP,- None -,- None -,- None -,- None -,1,8,0,0,0,5.67
12/5/2025,12/5/2025,W-HOPV,- None -,- None -,- None -,- None -,1,20,0,0,0,13
9/5/2025,28/4/2025,V-KYSB,WOB03517,C02072 PROGLAZED WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO-BO # Queen St,1,1,0,0,0,1.61
9/5/2025,29/4/2025,Q-YTLA,WOB03563,- None -,Q | Acid Dip,- None -,1,1200,0,0,0,
9/5/2025,30/4/2025,Q-YTLA,WOB03602,- None -,NV | CHI-MONMT China Monument Mat,- None -,1,10,0,0,0,7.35
9/5/2025,30/4/2025,Q-YTLA,WOB03615,- None -,Q | GA078A Pearl White Gloss,Collect 07/05,5,167,0,0,166.31,0
9/5/2025,30/4/2025,V-KYSB,WOB03614,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-19268 Black Satin (Night Sky),CPO Heathmont Stage 2 30808,46,292,0,0,0,679.66
9/5/2025,30/4/2025,V-KYSB,WOB03620,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-1384M Dover Whiteâ„¢ Matt,CPO Heathmont Stage 2 30808 2,6,140,0,0,0,347.3
9/5/2025,30/4/2025,W-HOPV,WOB03621,C03422 RRR GLASSWORKS PTY LTD,W | GL213A ANODIC DARK GREY MATT,- None -,8,9,0,0,0,15.4
9/5/2025,30/4/2025,W-HOPV,WOB03625,C02722 RED ROCK GLASS & ALUMINIUM (SAISAMORN VLAHOS),W | 2607474S WALLABY SATIN,- None -,4,9,0,0,0,5.75
9/5/2025,1/5/2025,V-KYSB,WOB03661,C01788 SEM WINDOWS PTY LTD,NV | 272-19319 Black Matt,CPO M12685_FO **TO BE POWDERCOATED BOTH SIDES**,1,5,0,0,0,54
9/5/2025,1/5/2025,W-HOPV,WOB03693,C01391 CASVER IMPORTS PTY LTD,W | 27219319 BLACK MATT,- None -,2,5,0,0,0,18.74
